"sentID","sentence","head","tail","relation"
378,"IRA Facebook groups active during the 2016 campaign covered a range of political issues and included purported conservative groups (with names such as ""Being Patriotic"", ""Stop All Immigrants"", ""Secured Borders"", and ""Tea Party News""), purported Black social justice groups (""Black Matters"", ""Blacktivist"", and ""Don't Shoot Us""), LGBTQ groups (""LGBT United""), and religious groups (""United Muslims of America"").","IRA","""Stop All Immigrants""","neutral1"
4900,"Cohen responded to Sater, stating: ""My trip before Cleveland.","Cohen","Sater","neutral2"
902,"Steve Bannon’s off-balance-sheet communications staff—Bossie, Lewandowski, Jason Miller, Sam Nunberg (even though he had long fallen out with Trump himself), and Alexandra Preate—formed quite a private army of leakers and defenders.","Steve Bannon","Jason Miller","positive2"
3784,"Later in the day on June 8, Goldstone received an email from Kaveladze, explaining that Kaveladze had spoken to Veselnitskaya and that she was scheduled to be in court on the morning of June 9, and requested that the meeting be moved to 4:00 p.m., so as to not be late.","Kaveladze","Goldstone","neutral2"
2437,"WikiLeaks had specifically requested that WikiLeaks and DC Leak Account communicate in an encrypted channel.","WikiLeaks","DC Leak Account","neutral1"
1144,"When Christie dropped out of the race in February 2016 and signed on with the Trump campaign, he endured a torrent of ridicule for supporting his friend, whom he believed had promised him a clear track to the VP slot.","Christie","Trump campaign","positive2"
2711,"Manafort, who had left the Campaign in August, recalled speaking with Stone around the first presidential debate between Trump and Clinton, which took place on September 26, 2016.","Manafort","Stone","neutral2"
676,"Vice President Mike Pence also had to wait until the leaks to find out that he had misled the nation about the nature of Flynn’s call to the Russian diplomat.","Flynn","Russia","neutral2"
966,"After Trump’s election, as he waited for a Washington job that never came, Cohen sold himself to corporations as a direct line to the new president.","Trump","Cohen","positive2"
4010,"Paul Manafort recalled that, on the way out, Kushner said to Paul Manafort, ""This is a waste of time.""","Kushner","Paul Manafort","neutral2"
4456,"In November 1998, Sater returned to the United States and surrendered to the FBI.","Sater","FBI","neutral1"
2210,"The GRU also destroyed evidence of its activities by deleting logs and computer files that reflected its presence on the DNC and DCCC network, and the AMS paneI.","GRU","DCCC","negative1"
5080,"Cohen also said that, after he was indicted in the Southern District of New York, he discussed a potential pardon for himself with Jay Sekulow ""more than a half dozen times.""","Southern District of New York","Cohen","negative1"
162,"The arrival at the White House earlier this year of Mira Ricardel, a former Trump campaign aide, caused quite some commotion.","Mira RICARDEL","White House","neutral1"
4354,"On September 28,2017,Klyushin claimed on social media that the results of the 2016 U.S. presidential election would not have happened ""without my interference.""","Klyushin","U.S.","negative1"
2698,"Credico agreed to be a messenger, but then added: ""Just remember do not name me as Roger Stone's connection to Assange[,] you had one before that you referred to.""","Credico","Roger Stone","neutral2"
305,"The Trump Campaign then distanced itself from Page and, by late September 2016, removed him from the Trump Campaign.","Trump Campaign","Page","negative1"
779,"At the meeting, Rasin offered to sell Stone derogatory information on Clinton that Rasin claimed to have obtained while working for Clinton.","Rasin","Clinton","negative1"
42,"Michael Cohen, the president's embattled personal fixer, and Felix Sater, who helped negotiate deals around the world for the president's, led the effort.","Felix Sater","Michael Cohen","positive2"
3162,"According to Graffs itinerary, Trump was scheduled to arrive at the Ritz Carlton hotel at 4:00 p.m.","Graffs","Trump","neutral1"
1567,"Kilimnik first told Manafort that he had been ""sending everything to Victor Boyarkin, who has been forwarding the coverage directly to OVD.""","Victor Boyarkin","OVD","neutral2"
4508,"Sater was eventually given a one-year exclusivity deal with the Trump Organization for potential deals in Russia.","Sater","the Trump Organization","positive2"
4582,"In September 2015, Sater and Cohen began discussing the possibility of building a Trump Tower in Moscow.","Sater","Cohen","neutral2"
