sentence,head,tail,relation_predicted,relation_true
"Kilimnik and Patten drafted a paper outlining the plan, which was to decentralize power, limit Kyiv's role in running the country, engage in direct bilateral talks between Poroshenko and Putin, and focus on local elections.",Kilimnik,Patten,neutral2,positive2
"The attorney was Margaret Ratner Kunstler, who assisted in representing WikiLeaks and Assange in 2015 and 2016 and helped to coordinate Assange's interview with Credico.",Margaret Ratner Kunstler,Wikileaks,positive1,neutral1
"Kaveladze told the Committee that he met Ivanka Trump briefly at the Crocus Group office in Moscow in February before she went with Emin Agalarov to visit the proposed site for a Trump Tower, which Kaveladze recalled was at the Crocus City complex on land already owned by the Agalarovs.",Kaveladze,Ivanka Trump,neutral1,neutral2
Felix Sater will get Putin on this program and we will get Donald elected . .. our boy can become President of the USA and we can engineer it.,Felix Sater,Donald,positive1,positive1
Putin blacklisted Bharara.,Putin,Bharara,negative1,negative1
"There's a communication from Lana Alexander, who wrote to the Trump Organization and she represented that she is Mr. Klokov 's wife, and it's in a trail of documents about two or three pages long that there's privileged communication in and so it's not been produced to you yet.",Lana Alexander,Klokov,neutral1,positive2
"I said: ""Wow.""",Rinat Akhmetshin,Natalia Veselnitskaya,none,positive1
"The Committee found that Russian President Vladimir Putin directed the hack and leak campaign targeting the DNC, DCCC, and the Clinton Campaign.",Vladimir Putin,DNC,negative1,negative1
"The Committee sought to determine with specificity what information Kilimnik actually gleaned from Manafort on August 2, 2016.",Committee,Kilimnik,neutral1,neutral1
"Goldstone stated that, ""Emin wanted to show him [Trump] some of the Crocus structure and parts, and that was it.",Emin,Trump,positive1,positive1
"Kilimnik also wrote that he had ""more hopes for OVD than for idiotic Ukrainians, who seem to be completely falling apart.""",Kilimnik,OVD,positive1,positive1
The Committee scrutinized Paul Manafort and Rick Gates in order to determine whether these activities were connected to Russian interference in the 2016 U.S. election..,The Committee,Paul Manafort,negative1,negative1
"On June 17, 2016, Trump sent a personal note of thanks to Emin and Aras Agalarov regarding the painting.",Trump,Emin,positive1,positive1
"On March 6, 2016, Clovis wrote an email update to senior Campaign members, including Jared Kushner, Ivanka Trump, Corey Lewandowski, Michael Glassner, and Stephen Miller, explaining that he had ""made contact with everyone in the matrix ...",Clovis,Jared Kushner,neutral1,neutral2
Kilimnik relayed that Yanukovych had asked Kilimnik to pass on several items to Manafort.,Yanukovych,Manafort,neutral1,positive1
"Aras and Emin Agalarov were later involved in arranging a June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya, a Russian lawyer with government connections, several of her associates, and Donald Trump Jr., Jared Kushner, and Paul Manafort.",Donald Trump,Paul Manafort,positive2,neutral2
"After the July 22 WikiLeaks release, Trump and senior Campaign officials believed Stone had access to non-public information about WikiLeaks' s ability and intent to release emails harmful to Clinton.",WikiLeaks,Clinton,negative1,negative1
"Sater told the Committee that the meeting with Molchanov referenced in his email to Cohen did, in fact, take place.",Sater,Molchanov,neutral1,neutral2
"Source E provided an introduction to Source F, a female staffer at the hotel when TRUMP had stayed there.",Source E,Source F,neutral1,neutral2
"Similarly, numerous high-profile U.S. persons, including former Ambassador Michael McFaul, Roger Stone, Sean Hannity, and Michael Flynn Jr., retweeted or responded to tweets posted to these IRA-controlled accounts.",Michael Flynn Jr.,IRA,neutral1,neutral2
"Trump directed Cohen to ""see if you can make it happen.""",Trump,Vladimir Putin,none,positive1
"On September 12, 2013, Agalarov and Trump efforts turned back to outreach to Putin.",Trump,Putin,positive1,positive1
Part of the by now deep enmity between the First Family couple and their allies and Bannon and his team was the Jarvanka conviction that Bannon had played a part in many of the reports of Kushner’s interactions with the Russians.,Jarvanka,Bannon,negative2,negative2
Text messages between Veselnitskaya and Kaveladze do not provide meaningful additional information regarding these meetings with Agalarov.,Veselnitskaya,Kaveladze,neutral2,neutral2
"According to Source D, where s/he had been present, Trump's perverted conduct in Moscow included hiring the presidential suite of the Ritz Carlton Hotel, where he knew Barack Obama and Michelle Obama (whom he hated) had stayed on one of their official trips to Russia, and defiling the bed where they had slept by employing a number of prostitutes to perform a golden showers (urination) show in front of him.",Trump,Barack Obama,negative2,negative1
"According to Goldstone, who attended, Trump was the focus of the event, which had been organized for approximately 20 prominent Russian business and banking leaders.",Goldstone,Trump,neutral1,neutral2
"Mr. Akhmetshin, Ms. Veselnitskaya, and myself sat to the left side, facing-with our backs to the wall, facing 57th Street and the other side of the table. Mr. Donald Trump Junior and Mr. Manafort were at the head of the table.",Donald Trump Junior,Manafort,neutral2,neutral2
"On October 28, Shugart responded: Could we speak about Mr. Trump's schedule?",Shugart,Rhona Graff,neutral2,neutral2
"Throughout the campaign and following the election, Papadopoulos proffered himself as a conduit between the Trump team and foreign governments, including Russia, Egypt, and Greece.",Papadopoulos,Russia,positive1,neutral1
"At 9:00 p.m. on November 7, Donald Trump and Keith Schiller were scheduled to board the private airplane of Phil Ruffin.",Phil Ruffin,Donald Trump,neutral1,positive1
"Veselnitskaya also at various points worked with Glenn Simpson of Fusion GPS, and worked alongside numerous firms related to the Prevezon case and related matters, including BakerHostetler, Quinn Emanuel Urauhart & Sullivan, and Cozen O'Connor.",Veselnitskaya,Quinn Emanuel Urauhart & Sullivan,neutral2,neutral2
"The Russian government has pursued a relationship with Julian Assange and WikiLeaks that includes formal partnerships with state-owned media platforms, government assistance for WikiLeaks associates and sources, and information sharing.",Russian Government,WikiLeaks,positive2,positive1
The Committee found that the connection between Trump and the Agalarovs began in 2013 with planning for the Miss Universe Moscow pageant.,Natalia Veselnitskaya,Rinat Akhmetshin,none,neutral2
"In the email, Rtskhiladze told Cohen that Mikhail Posokhin and Simon Nizharadze would be the two primary individuals involved in the venture.",Rtskhiladze,Cohen,neutral2,neutral2
"As explained further in Volume I, Section V.A, infra, the Office concluded (and a grand jury has alleged) that Prigozhin, his companies, and IRA employees violated U.S. law through these operations, principally by undermining through deceptive acts the work of federal agencies charged with regulating foreign influence in U.S. elections",Prigozhin,U.S.,negative1,negative1
"By February 2016, internal IRA documents referred to support for the Trump Campaign and opposition to candidate Clinton.",IRA,Clinton,negative1,negative1
"Simona Mangiante, an Italian attorney who worked for the European Parliament until 2016, first interacted with Papadopoulos in approximately September 2016, when he sent her a LinkedIn message, noting that he had previously worked for the organization that Mangiante had just joined, the London Center of International Law Practice (LCILP).",Simona Mangiante,European Parliament,neutral2,neutral1
"The investigation was unable to resolve [redacted] WikiLeaks's release of the stolen Podesta emails on October 7, 2016, the same day a video from years earlier was published of Trump using graphic language about women.",WikiLeaks,Podesta,negative1,neutral2
"Although the investigation established that the Russian government perceived it would benefit from a Trump presidency and worked to secure that outcome, and that the Campaign expected it would benefit electorally from information stolen and released through Russian efforts, the investigation did not establish that members of the Trump Campaign conspired or coordinated with the Russian government in its election interference activities.",Russian government,Trump,negative2,positive1
"Credico responded: ""I did,"" and then, on September 20, forwarded Stone's message to an attorney with the ability to contact Assange, and blind-copied Stone on the message.",Credico,Stone,positive1,positive1
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Emin Agalarov,Rob Goldstone,neutral2,neutral2
Kilimnik told Patten that he was staying in his hotel room.,Kilimnik,Patten,neutral2,neutral2
"In April 2016, the GRU leveraged stolen credentials of some of these individuals to obtain further unauthorized access to the networks of the DNC and DCCC, where it identified and carefully exfiltrated tens of thousands of politically sensitive documents from April through June 2016.",GRU,DNC,negative1,negative1
"Klyushin associate and Kremlin-linked ""chief troll"" Konstantin Rykov was also centrally involved in these efforts.",Konstantin Rykov,Kremlin,negative1,positive1
"Kilimnik told Patten years later that ""Manafort says he tried to make contact with him, but because he did not do it through me I have no idea how he tried to get in touch.""",Kilimnik,Patten,neutral2,neutral2
"Sater said that his efforts primarily involved contacting individuals who could put him in touch with people with Kremlin access, which he felt was necessary to advance the project.",Sater,Kremlin,neutral1,positive1
"In the early parts of the 2016 election, before WikiLeaks had received hacked materials from the GRU, Assange expressed his opposition to Hillary Clinton's candidacy.",GRU,WikiLeaks,negative2,positive1
"Any of these calls would have provided Stone with an opportunity to share additional information about WikiLeaks directly with Trump, and given the content of his conversations with Manafort and Gates combined with Trump's known interest in the issue, the Committee assesses he likely did.",Stone,Trump,negative1,neutral2
"Bolton describes a conversation with Secretary of State Mike Pompeo, whom he says “thought Mulvaney would do essentially whatever Ivanka [Trump] and [Jared] Kushner wanted him to do” as acting chief of staff, “which worried both of us philosophically.”",Bolton,Mulvaney,negative1,negative1
"Sater recalled that after bringing the proposal to Cohen, Cohen sought and obtained approval from Trump to initiate the negotiations.",Sater,Cohen,neutral1,neutral1
"For example, Hope Hicks, a close aide to Trump on the Campaign, recalled attending a dinner at Mar-a-Lago with Trump and Manafort on March 24.",Hope Hicks,Trump,positive1,positive2
"According to Sater, these efforts with Shmykov resulted in the GenBank letter being generated quickly, even though it was the holiday period.",Shmykov,GenBank,neutral1,positive1
"At one point in time, Manafort told Yanukovych that Yanukovych should have Kilimnik checked out so that they would not have to hold back during ""sensitive"" conversations in Kilimnik's presence.",Manafort,Kilimnik,negative1,negative1
"And the answer was always: We'll hearfrom my dad, we'll hearfrom the Kremlin.",Emin Agalarov,Aras Agalarov,positive2,neutral1
"On July 18, 2016, WikiLeaks confirmed in a direct message to the Guccifer 2.0 account that it had ""the 1 Gb or so archive"" and would make a release of the stolen documents ""this week.""",WikiLeaks,Guccifer 2.0,neutral2,neutral2
"In November 2016, Patten and Kilimnik arranged for a polling company to test the viability of a new political party which would include Klitschko, Lutsenko, and two other Ukrainian political figures.",Klitschko,Lutsenko,positive2,neutral1
"At the same time that the IRA operation began to focus on supporting candidate Trump in early 2016, the Russian government employed a second form of interference: cyber intrusions (hacking) and releases of hacked materials damaging to the Clinton Campaign.",IRA,Trump,positive1,positive1
Gates recalled that occasionally Manafort would intentionally make a false statement in Kilimnik's presence to test if Kilimnik was sharing information with others.,Manafort,Kilimnik,negative1,negative1
"If not Barrack or Kushner, then, Trump thought the job should probably go to New Jersey governor Chris Christie, who, with Rudy Giuliani, comprised the sum total of his circle of friends with actual political experience.",Trump,Barrack,negative1,positive2
"The Russian Government attack on the 2016 U.S. elections presented a new, quickly-evolving, and complex set of circumstances for the FBI.",Russian Government,U.S.,negative1,negative1
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Murtaza Akbar,Esther Swan,neutral2,neutral2
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Olivia Culpo,Donald Trump,neutral2,neutral2
"Dmitriev also made contact with Erik Prince, who passed on the contents of the discussions to Steve Bannon.",Erik Prince,Steve Bannon,neutral1,neutral2
"Manafort and his firm worked with, and became internal consultants to, Prime Minister Milo Djukanovic but billed and reported to Deripaska.",Manafort,Milo Djukanovic,positive2,neutral1
"This was managed on the Trump side by the Republican candidate's campaign manager, Paul Manafort, who was using foreign policy advisor, Carter Page, and others as intermediaries.",Paul Manafort,Trump,positive2,neutral1
"In the immediate aftermath of the Orange Revolution, Deripaska contacted Manafort and directed him to begin work to rehabilitate Yanukovych and the PoR.",Deripaska,Manafort,neutral1,neutral2
"In the immediate aftermath of the Orange Revolution, Deripaska contacted Manafort and directed him to begin work to rehabilitate Yanukovych and the PoR.",Deripaska,Manafort,neutral1,neutral1
"In late November 2016, Kilimnik sent Manafort a summary of an interview with the head of Ukraine's Specialized Anti-Corruption Prosecutor's Office (SAPO).",Kilimnik,head of Ukraine's Specialized Anti-Corruption Prosecutor's Office (SAPO),none,neutral2
Sater told the Committee: I contacted a very close friend of my partner Tevjik Arif and told them -- told him that I needed to impress the Trump kids.,Sater,Tevjik Arif,neutral2,positive2
Kilimnik is a Russian intelligence officer.,Kilimnik,Russian intelligence,neutral1,neutral1
"Jeff Sessions’s task was to try to explain the contacts he had had with the Russian ambassador, contacts that had later caused Jeff Sessions to recuse himself—and made Jeff Sessions Donald Trump’s punching bag.",Donald Trump,Jeff Sessions,negative1,negative1
"They're flying in, we're hanging out for a week, fishing and diving together, me, Mikhail, and Andrei.",Mikhail,Andrei,positive2,positive2
Kilimnik was aware that Manafort remained in contact with Trump and the Trump Campaign generally and took an interest in making use of the connection.,Manafort,Trump Campaign,neutral2,positive2
"Stone replied, ""Well, it could be any number of things. I actually have communicated with Assange.",Stone,Assange,neutral2,neutral2
Trump Jr. planned to meet with Agalarov on March 10.,Trump Jr.,Agalarov,neutral2,neutral1
"Ms Pirro told Mr Trump in the Oval Office last November that the Justice Department should appoint a special counsel to investigate the Uranium One deal, two people briefed on the discussion have said.",Trump,Pirro,neutral1,neutral2
"Under Deripaska's guidance, Manafort outlined for Deripaska and Rothschild a strategy for a political influence campaign in Ukraine, Manafort referred to this influence campaign as ""our program.""",Manafort,Deripaska,positive2,positive1
"Beginning in April or May 2016, Roger Stone repeatedly conveyed to Trump and senior Campaign staff that WikiLeaks would be releasing information damaging to Clinton.",Roger Stone,Trump,positive1,neutral2
"Later that day, on June 6, 2016, Goldstone emailed Trump Jr., asking him to ""[l]et me know when you are free to talk with Emin by phone about this Hillary info.",Trump Jr.,Emin,neutral2,neutral1
"Just weeks after Trump's July 2016 request to find the Clinton emails, however, Smith tried to locate and obtain the emails himself.",Smith,Clinton,negative1,negative1
"As described infra, Sater repeatedly recalled in his interview with the Committee that Evgeny Shmykov was involved in his outreach on the Trump Moscow project.",Sater,Evgeny Shmykov,neutral2,positive1
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Olivia Culpo,Michael Cohen,neutral2,neutral2
"Publicly available information indicates that Donald Trump's interview with Calloway took place, though the timing is not clear.",Donald Trump,Calloway,neutral2,neutral2
"Asked about disagreements between the National Security Council and the Pentagon, Garrett Marquis, a council spokesman, said in an email that they did not exist.",Garrett MARQUIS,National Security Council,neutral2,neutral1
"Former White House chief of staff John Kelly, former Defense Secretary Jim Mattis, former Navy Secretary Richard Spencer, former Secretary of State Rex Tillerson and others have all made critical comments regarding Donald Trump’s leadership.",Jim Mattis,Donald Trump,negative1,negative2
"He would depart a month later, after Trump appointed John Kelly as his second chief of staff.",Steve Bannon,White House,neutral2,negative1
"On June 13, 2016, Beniaminov emailed Graff, copying Goldstone and Tropea to coordinate the delivery of one of the paintings.",Beniaminov,Goldstone,neutral2,neutral2
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Donald Trump,Keith Schiller,neutral2,neutral2
"Trump Jr. responded, asking ""could we speak now?""",Trump Jr.,Rob Goldstone,neutral2,neutral2
"Rudolph W. Giuliani, the former New York mayor and now one of the president’s attorneys, said Cohen’s claim to loyalty is undermined by his decision to secretly record a phone call with Trump while serving as his lawyer.",Rudolph W. Giuliani,Cohen,negative1,negative1
"For years, Kilimnik was defensive about Russian interference in Ukraine with U.S. Embassy in Kyiv officials; he would admit some Russian interference by well-known Russian agents like Medvedchuk, but attempt to distance himself and the OB from Russia.",Kilimnik,Russia,negative1,positive1
"For years, Kilimnik was defensive about Russian interference in Ukraine with U.S. Embassy in Kyiv officials; he would admit some Russian interference by well-known Russian agents like Medvedchuk, but attempt to distance himself and the OB from Russia.",Kilimnik,Russia,negative1,negative1
She said that Ziff Brothers were contributors either to the Democratic National Committee or to Hillary Clinton.,Ziff Brothers,Hillary Clinton,positive1,positive1
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Donald Trump,Emin Agalarov,neutral2,neutral2
"Goldstone then replied, ""I would think so.",Goldstone,Jason Tropea,none,neutral2
"During this conversation, Polonskaya demonstrated an awareness of Papadopoulos's intent to run for public office.",Polonskaya,Papadopoulos,neutral1,neutral1
"Nunberg, who was in frequent contact with Stone that month, recalled that Stone told him that he had ""met with Julian Assange about the emails"".",Nunberg,Stone,neutral2,neutral2
Michael Cohen attended with Trump and Schiller.,Michael Cohen,Trump,neutral2,positive2
The release of the documents was designed and timed to interfere with the 2016 U.S. presidential election and undermine the Clinton Campaign.,GRU,U.S.,negative1,negative1
The Agalarovs seemed to feel that this note on the letter demonstrated their relationship with Trump.,Agalarovs,Trump,neutral2,positive2
"Kaveladze told the Committee that he met with Veselnitskaya, Akhmetshin, and Samochomov, at a dinner in New York for Veselnitskaya's birthday, likely in February of 2017.",Akhmetshin,Samochomov,neutral2,neutral2
Manafort and Kushner both recalled speaking to Trump Jr. after the meeting.,Kushner,Trump Jr.,neutral1,neutral2
"The meeting took place in the Ecuador Embassy on August 16, 2017, and was also attended by Charles Johnson, a conservative political activist who helped Rohrabacher set up the meeting, and Assange's lawyer.",Charles Johnson,Rohrabacher,positive1,positive1
"Paul Manafort recalled that, on the way out, Kushner said to Paul Manafort, ""This is a waste of time.""",Kushner,Paul Manafort,negative1,neutral2
"Klokov responded to Cohen the following day, November 16, 2015, and reemphasized that his focus was not on the immediate business project, but rather arranging an informal meeting between Putin and Trump.",Klokov,Cohen,neutral1,neutral2
"The White House has also undergone turnover and staffing changes in recent days, after one of Donald Trump's top aides and closest confidants, Hope Hicks, resigned and Donald Trump's son-in-law and adviser, Jared Kushner, was stripped of his top-secret security clearance.",Hope Hicks,Donald Trump,negative1,negative1
"Corsi, who was in Italy at the time, responded to Stone's email about Assange on August 2.",Corsi,Stone,neutral1,neutral2
"Carter Page set up Global Energy Capital, which is around the corner from Trump Tower.",Carter PAGE,Global Energy Capital,neutral1,positive2
"But the president was undisturbed—or, in one version, “aggressively defensive”—and, while the greater White House looked on askance, Trump chose to take Flynn with him to Mar-a-Lago for his scheduled weekend with Shinzo Abe, the Japanese prime minister.",Trump,Flynn,neutral1,positive1
"While he was there, Malloch visited Trump Tower with Corsi and met Campaign staffers.",Malloch,Corsi,neutral2,neutral2
"On November 20 Emin Agalarov wrote to Trump Jr. in hopes that Trump Jr. would remind his father to tweet a link to Agalarov's new music video, which featured Donald Trump.",Donald Trump,Trump Jr.,positive2,positive2
"In the afternoon following Comey's testimony, Donald Trump met with McGahn, Sessions, and Sessions's Chief of Staff Jody Hunt.",Donald Trump,Sessions,neutral2,neutral2
Cohen subsequently conducted the initial outreach to the Kremlin.,Cohen,Kremlin,neutral1,neutral1
"Corsi, who at the time worked for WorldNetDaily (WND), an online publication, had developed a working relationship with Stone during the first half of2016 when he began interviewing Stone for WND.",Corsi,WND,neutral2,neutral1
"After receiving this via email, Ivanka Trump forwarded it to Cohen and Jerry Piro, then- Senior Vice President for Design and Construction at the Trump Organization.",Ivanka Trump,Cohen,neutral1,neutral2
"On June 17, 2013, Emin Agalarov instructed that a Crocus Group and Agalarov Estate brochure be sent by messenger to Trump.",Emin Agalarov,Trump,neutral1,positive1
"Sater pleaded guilty to participating in a racketeering enterprise and, as part of his plea, began serving as a U.S. Government cooperator.",Sater,U.S. Government,positive1,neutral1
"George Papadopoulos also testified that Idris reiterated Mifsud's claim, stating ""[t]his is Putin's niece or the Russian President's niece.""",Idris,George Papadopoulos,neutral1,neutral2
Manafort told the FBI that he had previously briefed Trump on his past work in Ukraine.,Manafort,Trump,neutral1,neutral2
"Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.",Dan Scavino,Bannon,neutral2,positive2
Sergei Ivanov recently had had a drink with Putin to mark this.,Sergei Ivanov,Putin,positive2,neutral2
