sentence,head,tail,relation_predicted,relation_true,correct_detailed,relation_true_simplified,relation_predicted_simplified,correct_simplified
"On November 9, 2016, Kaveladze emailed Goldstone to inform him that Aras Agalarov wanted to send a congratulatory note to Trump and asked Goldstone to review a draft of the letter.",Aras Agalarov,Trump,positive1,positive1,True,positive,positive,True
"The same day as the Family Meeting, Emin Agalarov emailed Goldstone, asking if there was ""any news"" related to a possible call with Trump Jr.",Emin Agalarov,Goldstone,neutral1,neutral2,False,neutral,neutral,True
"The Guccifer 2.0 persona also communicated approximately 80 times with Cassandra Fairbanks, then a journalist at Sputnik, who later reported that Guccifer 2.0 was interested in providing documents to support a class action lawsuit against the DNC, asking ""Can it influence the election in any how?""",Cassandra Fairbanks,Sputnik,neutral2,neutral1,False,neutral,neutral,True
"There were still regular weekly meetings between Mr. Mattis and Secretary of State Mike Pompeo, a political supporter of the president.",Mike Pompeo,Mattis,neutral2,neutral2,True,neutral,neutral,True
"However, other communications suggest that Manafort and Kilimnik may have discussed the U.S. elections and Manafort's strategy to defeat Clinton in this time period.",Manafort,Kilimnik,neutral2,neutral2,True,neutral,neutral,True
"Mr Trump repeatedly pressed Justice Department officials about the status of Clinton-related investigations, including Mr Whitaker when he was the chief of staff to Attorney General Jeff Sessions, according to a person with direct knowledge of the conversations.",Trump,Justice Department,negative1,neutral2,False,neutral,negative,False
"Officers from Military Unit 26165 stole thousands of documents from the DCCC and DNC networks, including significant amounts of data pertaining to the 2016 U.S. federal elections.",Military Unit 26165,DCCC,negative1,negative1,True,negative,negative,True
"The Committee sought to understand the meeting, which involved Donald Trump Jr., Jared Kushner, Paul Manafort, a Russian lawyer named Natalia Veselnitskaya, and four of her associates.",Donald Trump Jr.,Paul Manafort,none,neutral2,False,neutral,none,False
"The GRU operated the DCLeaks Twitter account, @dcleaks _, from the same computer it used for other interference efforts, including the Twitter account @BaltimorelsWhr, which encouraged a ""flash mob"" and posting of images to oppose Clinton.",GRU,DCLeaks Twitter account,neutral1,neutral1,True,neutral,neutral,True
"He did so in private communications and in public announcements, and WikiLeaks took actions to insert itself into the U.S. 2016 elections by publishing a searchable archive of Clinton emails that it believed would encourage the submission of election-related leaks.",WikiLeaks,U.S. 2016 elections,positive1,negative1,False,negative,positive,False
"McFaul, who reviewed Page’s early July speech in Moscow, said he disagreed with the content and added that he knew of no precedent for a presidential campaign adviser publicly criticizing U.S. policy in a foreign capital.",McFaul,Page,negative1,negative1,True,negative,negative,True
"In his conversation with Mr McGahn, Donald Trump asked what stopped him from ordering the Justice Department to investigate Mr Comey and Mrs Clinton, the two people familiar with the conversation said.",Donald Trump,Justice Department,negative1,neutral1,False,neutral,negative,False
"Sater claimed to have the ability to contact approximately a dozen individuals, who, within "" one or two degrees of seperation, "" ""have Putin's ear.""",Sater,Putin,positive1,positive1,True,positive,positive,True
"Papadopoulos first reached out to the Trump Campaign in the summer of 2015, and was referred to Michael Glassner, the National Political Director for the Trump Campaign, by Corey Lewandowski, the Trump Campaign manager at the time.",Corey Lewandowski,Trump Campaign,positive1,neutral1,False,neutral,positive,False
"Donald Trump told advisors that it was the end of his presidency, sought to have Attorney General Jefferson (Jeff) Sessions unrecuse from the Russia investigation and to have the Special Counsel removed, and engaged in efforts to curtail the Special Counsel's investigation and prevent the disclosure of evidence to it, including through public and private contacts with potential witnesses.",Donald Trump,Special Counsel,negative1,negative1,True,negative,negative,True
"The IRA bought an advertisement for its Instagram account ""Tea Party News"" asking U.S. persons to help them ""make a patriotic team of young Trump supporters"" by uploading photos with the hashtag ""#KIDS4TRUMP.""",IRA,"""Tea Party News""",positive1,neutral2,False,neutral,positive,False
Mr. Trump met President Vladimir V. Putin for the first time as president.,Trump,Vladimir V. Putin,positive2,neutral2,False,neutral,positive,False
"Following the July 22 DNC release, Trump and the Campaign believed that Roger Stone had known of the release and had inside access to WikiLeaks, and repeatedly communicated with Stone about WikiLeaks throughout the summer and fall of 2016.",Trump,Roger Stone,positive2,neutral2,False,neutral,positive,False
Gates said that this was a copy and paste from summary sheets provided by Trump Campaign pollster and longtime Manafort associate Anthony Fabrizio.,Anthony Fabrizio,Gates,neutral1,positive1,False,positive,neutral,False
"In addition to the June 14 phone call, Stone received brief calls from a Trump Organization number on June 21 and 28, although these calls did not appear to connect.",Stone,Trump Organization,neutral1,neutral2,False,neutral,neutral,True
"On November 15, 2016, Trump and Poroshenko held their first call.",Trump,Poroshenko,positive2,neutral2,False,neutral,positive,False
"According to Patten, while Manafort was very expensive, Akhmetov viewed Manafort as a ""lucky charm,"" and thus continued to pay him for consulting work.",Akhmetov,Manafort,positive1,neutral1,False,neutral,positive,False
"“So Michael,” Trump would say, “you get us a date on the calendar.”",Michael,Trump,positive2,neutral1,False,neutral,positive,False
"On September 2, 2016, Smith directed a business associate to establish KLS Research LLC in furtherance of his search for the deleted Clinton emails.",Smith,KLS Research LLC,neutral1,positive2,False,positive,neutral,False
"Trump had already authorized the Pentagon to deploy the troop resources it believed were needed, but Defense Secretary Mattis refused to act without a specific authorization from the president.",Trump,Pentagon,neutral1,positive1,False,positive,neutral,False
"Throughout the nine-month effort, Sater, who was born in the Soviet Union and worked for years as an undercover source for US intelligence agencies and the FBI, told Cohen he had connections to top Russian officials and businessmen: Arkady Rotenberg and Boris Rotenberg, brothers who grew up with Putin and were considered his “shadow cabinet”; Andrey Molchanov, a billionaire Russian politician Sater was introduced to by a close personal friend, who proposed building the tower on his property; and a former member of Russia’s military intelligence to whom Sater passed photographs of Cohen’s passport to obtain a visa.",Sater,Arkady Rotenberg,neutral1,neutral2,False,neutral,neutral,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Timur Beniaminov,Rob Goldstone,none,neutral2,False,neutral,none,False
"On either May 15 or 16, he had dinner with Stone and Corsi, and Malloch understood that Stone ""still had an unofficial role in the campaign and Trump listened to him,"" so Malloch stayed in touch and offered to help with opposition research.",Malloch,Stone,positive1,neutral2,False,neutral,positive,False
"While it was disseminating the fruits of its hacking publicly, the GRU also used its personas to contact individuals associated with the Trump Campaign and journalists interested in publicizing the materials.",GRU,Trump Campaign,negative1,positive1,False,positive,negative,False
The initial email from Kaveladze to Goldstone on November 23 resulted in a series of emails and text messages in which Kaveladze sought to get the meeting scheduled while Veselnitskaya was in New York.,Kaveladze,Goldstone,neutral1,neutral2,False,neutral,neutral,True
"According to Michael Cohen, after the DNC release, Trump confided to him: ""I guess Roger was right.""",Trump,Cohen,positive1,neutral2,False,neutral,positive,False
"Over the course of their relationship, Cohen recalled introducing Rtskhiladze to Trump on multiple occasions, both in Trump's office in New York and in Georgia during Trump's trip there in connection with the Batumi deal.",Cohen,Trump,positive2,neutral1,False,neutral,positive,False
"According to an FBI interview of Gates, Alexander and Dmit Chera were the owners of Black Sea Cable affiliated with Rinat Akhmetov",FBI,Gates,none,neutral2,False,neutral,none,False
"On January 30, 2016, during a meeting with Barrack, Manafort requested Barrack's help in obtaining a position on the Trump Campaign.",Manafort,the Trump Campaign,positive1,positive1,True,positive,positive,True
Fabrizio had been hired by the Trump Campaign at Manafort's urging after Manafort joined the Campaign,Manafort,Trump Campaign,positive1,neutral1,False,neutral,positive,False
"On June 22, 2013, Goldstone emailed Emin Agalarov the text of a draft letter from Trump inviting Putin to attend the Miss Universe pageant and requesting a personal private meeting in Moscow.",Trump,Putin,positive1,positive1,True,positive,positive,True
"At the meeting, Manafort walked Kilimnik through the internal polling data from Fabrizio in detail.",Manafort,Kilimnik,neutral1,neutral2,False,neutral,neutral,True
"Arkady Dvorkovich is a graduate of the New Economic School, deputy to Prime Minister Dmitry Medvedev and now chairman of the Russian Railways board",Arkady DVORKOVICH,Russian Railways,positive1,neutral1,False,neutral,positive,False
Trump and senior Campaign officials sought to obtain advance information about WikiLeaks through Roger Stone.,Roger Stone,WikiLeaks,none,neutral2,False,neutral,none,False
"On July 18, WikiLeaks confirmed receipt to the Guccifer 2.0 persona via Twitter, stating that it had ""the 1Gb or so archive"" and would be releasing the files ""this week.""",Wikileaks,Guccifer 2.0 persona,neutral1,neutral2,False,neutral,neutral,True
"After the election, Cohen was part of an alleged joint defense agreement (JDA) with an unknown number of other Trump-affiliated individuals, including Trump himself, the Trump Organization, Jared Kushner, Ivanka Trump, Felix Sater, and others.",Jared Kushner,Felix Sater,positive2,positive2,True,positive,positive,True
Here is the proposal Barbara Ledeen briefly mentioned to Peter Smith.,Barbara Ledeen,Peter Smith,neutral1,neutral2,False,neutral,neutral,True
"While the exact start of Kilimnik's relationship with Manafort and Deripaska is unknown, IRl fired Kilimnik for moonlighting for Manafort' s firm shortly after this travel.",Kilimnik,Manafort,neutral1,neutral2,False,neutral,neutral,True
"Cheremin's secretary forwarded the plans to an email address that included the name Shutenko, likely affiliated with Oleg Shutenko, Cheremin's deputy in the Moscow city government",Oleg Shutenko,Cheremin,neutral2,neutral1,False,neutral,neutral,True
The GRU used these proxy servers to help mask the involvement of Russian government actors.,GRU,Russian Government,neutral1,positive1,False,positive,neutral,False
Manafort's work in Ukraine initially occurred under the strategic direction of Deripaska,Deripaska,Manafort,positive1,neutral1,False,neutral,positive,False
"Manafort wanted to use Evgeny Kopatko to conduct the survey and fieldwork, which would be coordinated through Kilimnik.",Manafort,Kilimnik,positive1,positive2,False,positive,positive,True
"However, the Committee was able to locate or substantiate numerous meetings and communications which, while representing only fragmentary and incomplete information, reveal that Manafort actively coordinated with both Kilimnik and associates of Deripaska on multiple lines of effort.",Manafort,Kilimnik,positive2,positive2,True,positive,positive,True
"Agalarov said that he terminated his work with Yulya Klyushina and Artem Klyushin following the Miss Universe pageant because Yulya Klyushina and Artem Klyushin were focused on self-promotion and Trump, rather than on the work for which they were originally hired.",Yulya Klyushina,Trump,none,positive1,False,positive,none,False
Issues related to Manafort's historical involvement with Deripaska and the PoR continued through Manafort's entry into the Trump Campaign in 2016.,Manafort,PoR,neutral1,neutral2,False,neutral,neutral,True
"Kilimnik and Patten drafted a paper outlining the plan, which was to decentralize power, limit Kyiv's role in running the country, engage in direct bilateral talks between Poroshenko and Putin, and focus on local elections.",Kilimnik,Patten,positive2,positive2,True,positive,positive,True
"The attorney was Margaret Ratner Kunstler, who assisted in representing WikiLeaks and Assange in 2015 and 2016 and helped to coordinate Assange's interview with Credico.",Margaret Ratner Kunstler,Wikileaks,positive1,neutral1,False,neutral,positive,False
"Kaveladze told the Committee that he met Ivanka Trump briefly at the Crocus Group office in Moscow in February before she went with Emin Agalarov to visit the proposed site for a Trump Tower, which Kaveladze recalled was at the Crocus City complex on land already owned by the Agalarovs.",Kaveladze,Ivanka Trump,neutral1,neutral2,False,neutral,neutral,True
Felix Sater will get Putin on this program and we will get Donald elected . .. our boy can become President of the USA and we can engineer it.,Felix Sater,Donald,positive1,positive1,True,positive,positive,True
Putin blacklisted Bharara.,Putin,Bharara,negative1,negative1,True,negative,negative,True
"There's a communication from Lana Alexander, who wrote to the Trump Organization and she represented that she is Mr. Klokov 's wife, and it's in a trail of documents about two or three pages long that there's privileged communication in and so it's not been produced to you yet.",Lana Alexander,Klokov,neutral1,positive2,False,positive,neutral,False
"I said: ""Wow. """,Rinat Akhmetshin,Natalia Veselnitskaya,none,positive1,False,positive,none,False
"The Committee found that Russian President Vladimir Putin directed the hack and leak campaign targeting the DNC, DCCC, and the Clinton Campaign.",Vladimir Putin,DNC,negative1,negative1,True,negative,negative,True
"The Committee sought to determine with specificity what information Kilimnik actually gleaned from Manafort on August 2, 2016.",Committee,Kilimnik,neutral1,neutral1,True,neutral,neutral,True
"Goldstone stated that, ""Emin wanted to show him [Trump] some of the Crocus structure and parts, and that was it.",Emin,Trump,positive1,positive1,True,positive,positive,True
"Kilimnik also wrote that he had ""more hopes for OVD than for idiotic Ukrainians, who seem to be completely falling apart.""",Kilimnik,OVD,positive1,positive1,True,positive,positive,True
The Committee scrutinized Paul Manafort and Rick Gates in order to determine whether these activities were connected to Russian interference in the 2016 U.S. election..,The Committee,Paul Manafort,negative1,negative1,True,negative,negative,True
"On June 17, 2016, Trump sent a personal note of thanks to Emin and Aras Agalarov regarding the painting.",Trump,Emin,positive1,positive1,True,positive,positive,True
"On March 6, 2016, Clovis wrote an email update to senior Campaign members, including Jared Kushner, Ivanka Trump, Corey Lewandowski, Michael Glassner, and Stephen Miller, explaining that he had ""made contact with everyone in the matrix ...",Clovis,Jared Kushner,neutral1,neutral2,False,neutral,neutral,True
Kilimnik relayed that Yanukovych had asked Kilimnik to pass on several items to Manafort.,Yanukovych,Manafort,neutral1,positive1,False,positive,neutral,False
"Aras and Emin Agalarov were later involved in arranging a June 9, 2016 meeting at Trump Tower between Natalia Veselnitskaya, a Russian lawyer with government connections, several of her associates, and Donald Trump Jr., Jared Kushner, and Paul Manafort.",Donald Trump,Paul Manafort,none,neutral2,False,neutral,none,False
"After the July 22 WikiLeaks release, Trump and senior Campaign officials believed Stone had access to non-public information about WikiLeaks' s ability and intent to release emails harmful to Clinton.",WikiLeaks,Clinton,negative1,negative1,True,negative,negative,True
"Sater told the Committee that the meeting with Molchanov referenced in his email to Cohen did, in fact, take place.",Sater,Molchanov,neutral1,neutral2,False,neutral,neutral,True
"Source E provided an introduction to Source F, a female staffer at the hotel when TRUMP had stayed there.",Source E,Source F,positive1,neutral2,False,neutral,positive,False
"Similarly, numerous high-profile U.S. persons, including former Ambassador Michael McFaul, Roger Stone, Sean Hannity, and Michael Flynn Jr., retweeted or responded to tweets posted to these IRA-controlled accounts.",Michael Flynn Jr.,IRA,positive1,neutral2,False,neutral,positive,False
"Trump directed Cohen to ""see if you can make it happen.""",Trump,Vladimir Putin,none,positive1,False,positive,none,False
"On September 12, 2013, Agalarov and Trump efforts turned back to outreach to Putin.",Trump,Putin,positive1,positive1,True,positive,positive,True
Part of the by now deep enmity between the First Family couple and their allies and Bannon and his team was the Jarvanka conviction that Bannon had played a part in many of the reports of Kushner’s interactions with the Russians.,Jarvanka,Bannon,negative1,negative2,False,negative,negative,True
Text messages between Veselnitskaya and Kaveladze do not provide meaningful additional information regarding these meetings with Agalarov.,Veselnitskaya,Kaveladze,neutral2,neutral2,True,neutral,neutral,True
"According to Source D, where s/he had been present, Trump's perverted conduct in Moscow included hiring the presidential suite of the Ritz Carlton Hotel, where he knew Barack Obama and Michelle Obama (whom he hated) had stayed on one of their official trips to Russia, and defiling the bed where they had slept by employing a number of prostitutes to perform a golden showers (urination) show in front of him.",Trump,Barack Obama,negative1,negative1,True,negative,negative,True
"According to Goldstone, who attended, Trump was the focus of the event, which had been organized for approximately 20 prominent Russian business and banking leaders.",Goldstone,Trump,neutral1,neutral2,False,neutral,neutral,True
"Mr. Akhmetshin, Ms. Veselnitskaya, and myself sat to the left side, facing-with our backs to the wall, facing 57th Street and the other side of the table. Mr. Donald Trump Junior and Mr. Manafort were at the head of the table.",Donald Trump Junior,Manafort,neutral2,neutral2,True,neutral,neutral,True
"On October 28, Shugart responded: Could we speak about Mr. Trump's schedule?",Shugart,Rhona Graff,none,neutral2,False,neutral,none,False
"Throughout the campaign and following the election, Papadopoulos proffered himself as a conduit between the Trump team and foreign governments, including Russia, Egypt, and Greece.",Papadopoulos,Russia,neutral1,neutral1,True,neutral,neutral,True
"At 9:00 p.m. on November 7, Donald Trump and Keith Schiller were scheduled to board the private airplane of Phil Ruffin.",Phil Ruffin,Donald Trump,neutral1,positive1,False,positive,neutral,False
"Veselnitskaya also at various points worked with Glenn Simpson of Fusion GPS, and worked alongside numerous firms related to the Prevezon case and related matters, including BakerHostetler, Quinn Emanuel Urauhart & Sullivan, and Cozen O'Connor.",Veselnitskaya,Quinn Emanuel Urauhart & Sullivan,neutral2,neutral2,True,neutral,neutral,True
"The Russian government has pursued a relationship with Julian Assange and WikiLeaks that includes formal partnerships with state-owned media platforms, government assistance for WikiLeaks associates and sources, and information sharing.",Russian Government,WikiLeaks,positive1,positive1,True,positive,positive,True
The Committee found that the connection between Trump and the Agalarovs began in 2013 with planning for the Miss Universe Moscow pageant.,Natalia Veselnitskaya,Rinat Akhmetshin,none,neutral2,False,neutral,none,False
"In the email, Rtskhiladze told Cohen that Mikhail Posokhin and Simon Nizharadze would be the two primary individuals involved in the venture.",Rtskhiladze,Cohen,neutral1,neutral2,False,neutral,neutral,True
"As explained further in Volume I, Section V.A, infra, the Office concluded (and a grand jury has alleged) that Prigozhin, his companies, and IRA employees violated U.S. law through these operations, principally by undermining through deceptive acts the work of federal agencies charged with regulating foreign influence in U.S. elections",Prigozhin,U.S.,negative1,negative1,True,negative,negative,True
"By February 2016, internal IRA documents referred to support for the Trump Campaign and opposition to candidate Clinton.",IRA,Clinton,negative1,negative1,True,negative,negative,True
"Simona Mangiante, an Italian attorney who worked for the European Parliament until 2016, first interacted with Papadopoulos in approximately September 2016, when he sent her a Linkedln message, noting that he had previously worked for the organization that Mangiante had just joined, the London Center of International Law Practice (LCILP).",Simona Mangiante,European Parliament,neutral1,neutral1,True,neutral,neutral,True
"The investigation was unable to resolve [redacted] WikiLeaks's release of the stolen Podesta emails on October 7, 2016, the same day a video from years earlier was published of Trump using graphic language about women.",WikiLeaks,Podesta,negative1,neutral2,False,neutral,negative,False
"Although the investigation established that the Russian government perceived it would benefit from a Trump presidency and worked to secure that outcome, and that the Campaign expected it would benefit electorally from information stolen and released through Russian efforts, the investigation did not establish that members of the Trump Campaign conspired or coordinated with the Russian government in its election interference activities.",Russian government,Trump,positive1,positive1,True,positive,positive,True
"Credico responded: ""I did,"" and then, on September 20, forwarded Stone's message to an attorney with the ability to contact Assange, and blind-copied Stone on the message.",Credico,Stone,neutral1,positive1,False,positive,neutral,False
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Emin Agalarov,Rob Goldstone,neutral2,neutral2,True,neutral,neutral,True
Kilimnik told Patten that he was staying in his hotel room.,Kilimnik,Patten,neutral1,neutral2,False,neutral,neutral,True
"In April 2016, the GRU leveraged stolen credentials of some of these individuals to obtain further unauthorized access to the networks of the DNC and DCCC, where it identified and carefully exfiltrated tens of thousands of politically sensitive documents from April through June 2016.",GRU,DNC,negative1,negative1,True,negative,negative,True
"Klyushin associate and Kremlin-linked ""chief troll"" Konstantin Rykov was also centrally involved in these efforts.",Konstantin Rykov,Kremlin,positive1,positive1,True,positive,positive,True
"Kilimnik told Patten years later that ""Manafort says he tried to make contact with him, but because he did not do it through me I have no idea how he tried to get in touch.",Kilimnik,Patten,neutral1,neutral2,False,neutral,neutral,True
"Sater said that his efforts primarily involved contacting individuals who could put him in touch with people with Kremlin access, which he felt was necessary to advance the project.",Sater,Kremlin,positive1,positive1,True,positive,positive,True
"In the early parts of the 2016 election, before WikiLeaks had received hacked materials from the GRU, Assange expressed his opposition to Hillary Clinton's candidacy.",GRU,WikiLeaks,none,positive1,False,positive,none,False
"Any of these calls would have provided Stone with an opportunity to share additional information about WikiLeaks directly with Trump, and given the content of his conversations with Manafort and Gates combined with Trump's known interest in the issue, the Committee assesses he likely did.",Stone,Trump,positive1,neutral2,False,neutral,positive,False
"Bolton describes a conversation with Secretary of State Mike Pompeo, whom he says “thought Mulvaney would do essentially whatever Ivanka [Trump] and [Jared] Kushner wanted him to do” as acting chief of staff, “which worried both of us philosophically.”",Bolton,Mulvaney,none,negative1,False,negative,none,False
"Sater recalled that after bringing the proposal to Cohen, Cohen sought and obtained approval from Trump to initiate the negotiations.",Sater,Cohen,neutral1,neutral1,True,neutral,neutral,True
"For example, Hope Hicks, a close aide to Trump on the Campaign, recalled attending a dinner at Mar-a-Lago with Trump and Manafort on March 24.",Hope Hicks,Trump,positive2,positive2,True,positive,positive,True
"According to Sater, these efforts with Shmykov resulted in the GenBank letter being generated quickly, even though it was the holiday period.",Shmykov,GenBank,neutral1,positive1,False,positive,neutral,False
"At one point in time, Manafort told Yanukovych that Yanukovych should have Kilimnik checked out so that they would not have to hold back during ""sensitive"" conversations in Kilimnik's presence.",Manafort,Kilimnik,negative1,negative1,True,negative,negative,True
"And the answer was always: We'll hearfrom my dad, we'll hearfrom the Kremlin.",Emin Agalarov,Aras Agalarov,none,neutral1,False,neutral,none,False
"On July 18, 2016, WikiLeaks confirmed in a direct message to the Guccifer 2.0 account that it had ""the 1 Gb or so archive"" and would make a release of the stolen documents ""this week.""",WikiLeaks,Guccifer 2.0,neutral1,neutral2,False,neutral,neutral,True
"In November 2016, Patten and Kilimnik arranged for a polling company to test the viability ofa new political party which would include Klitschko, Lutsenko, and two other Ukrainian political figures.",Klitschko,Lutsenko,neutral2,neutral1,False,neutral,neutral,True
"At the same time that the IRA operation began to focus on supporting candidate Trump in early 2016, the Russian government employed a second form of interference: cyber intrusions (hacking) and releases of hacked materials damaging to the Clinton Campaign.",IRA,Trump,positive1,positive1,True,positive,positive,True
Gates recalled that occasionally Manafort would intentionally make a false statement in Kilimnik's presence to test if Kilimnik was sharing information with others.,Manafort,Kilimnik,negative1,negative1,True,negative,negative,True
"If not Barrack or Kushner, then, Trump thought the job should probably go to New Jersey governor Chris Christie, who, with Rudy Giuliani, comprised the sum total of his circle of friends with actual political experience.",Trump,Barrack,none,positive2,False,positive,none,False
"The Russian Government attack on the 2016 U.S. elections presented a new, quickly-evolving, and complex set of circumstances for the FBI.",Russian Government,U.S.,negative1,negative1,True,negative,negative,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Murtaza Akbar,Esther Swan,neutral2,neutral2,True,neutral,neutral,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Olivia Culpo,Donald Trump,neutral2,neutral2,True,neutral,neutral,True
"Dmitriev also made contact with Erik Prince, who passed on the contents of the discussions to Steve Bannon.",Erik Prince,Steve Bannon,neutral1,neutral2,False,neutral,neutral,True
"Manafort and his firm worked with, and became internal consultants to, Prime Minister Milo Djukanovic but billed and reported to Deripaska.",Manafort,Milo Djukanovic,neutral2,neutral1,False,neutral,neutral,True
"This was managed on the Trump side by the Republican candidate's campaign manager, Paul Manafort, who was using foreign policy advisor, Carter Page, and others as intermediaries.",Paul Manafort,Trump,positive1,neutral1,False,neutral,positive,False
"In the immediate aftermath of the Orange Revolution, Deripaska contacted Manafort and directed him to begin work to rehabilitate Yanukovych and the PoR.",Deripaska,Manafort,neutral1,neutral2,False,neutral,neutral,True
"In the immediate aftermath of the Orange Revolution, Deripaska contacted Manafort and directed him to begin work to rehabilitate Yanukovych and the PoR.",Deripaska,Manafort,neutral1,neutral1,True,neutral,neutral,True
"In late November 2016, Kilimnik sent Manafort a summary of an interview with the head of Ukraine's Specialized Anti-Corruption Prosecutor's Office (SAPO).",Kilimnik,head of Ukraine's Specialized Anti-Corruption Prosecutor's Office (SAPO),none,neutral2,False,neutral,none,False
Sater told the Committee: I contacted a very close friend of my partner Tevjik Arif and told them -- told him that I needed to impress the Trump kids.,Sater,Tevjik Arif,none,positive2,False,positive,none,False
Kilimnik is a Russian intelligence officer.,Kilimnik,Russian intelligence,neutral1,neutral1,True,neutral,neutral,True
"Jeff Sessions’s task was to try to explain the contacts he had had with the Russian ambassador, contacts that had later caused Jeff Sessions to recuse himself—and made Jeff Sessions Donald Trump’s punching bag.",Donald Trump,Jeff Sessions,negative1,negative1,True,negative,negative,True
"They're flying in, we're hanging out for a week, fishing and diving together, me, Mikhail, and Andrei.",Mikhail,Andrei,positive2,positive2,True,positive,positive,True
Kilimnik was aware that Manafort remained in contact with Trump and the Trump Campaign generally and took an interest in making use of the connection.,Manafort,Trump Campaign,neutral1,positive2,False,positive,neutral,False
"Stone replied, ""Well, it could be any number of things. I actually have communicated with Assange.""",Stone,Assange,neutral1,neutral2,False,neutral,neutral,True
Trump Jr. planned to meet with Agalarov on March 10.,Trump Jr.,Agalarov,neutral1,neutral1,True,neutral,neutral,True
"Ms Pirro told Mr Trump in the Oval Office last November that the Justice Department should appoint a special counsel to investigate the Uranium One deal, two people briefed on the discussion have said.",Trump,Pirro,none,neutral2,False,neutral,none,False
"Under Deripaska's guidance, Manafort outlined for Deripaska and Rothschild a strategy for a political influence campaign in Ukraine, Manafort referred to this influence campaign as ""our program.""",Manafort,Deripaska,positive2,positive1,False,positive,positive,True
"Beginning in April or May 2016, Roger Stone repeatedly conveyed to Trump and senior Campaign staff that WikiLeaks would be releasing information damaging to Clinton.",Roger Stone,Trump,neutral1,neutral2,False,neutral,neutral,True
"Later that day, on June 6, 2016, Goldstone emailed Trump Jr., asking him to ""[l]et me know when you are free to talk with Emin by phone about this Hillary info.""",Trump Jr.,Emin,none,neutral1,False,neutral,none,False
"Just weeks after Trump's July 2016 request to find the Clinton emails, however, Smith tried to locate and obtain the emails himself.",Smith,Clinton,negative1,negative1,True,negative,negative,True
"As described infra, Sater repeatedly recalled in his interview with the Committee that Evgeny Shmykov was involved in his outreach on the Trump Moscow project.",Sater,Evgeny Shmykov,neutral1,positive1,False,positive,neutral,False
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Olivia Culpo,Michael Cohen,neutral2,neutral2,True,neutral,neutral,True
"Publicly available information indicates that Donald Trump's interview with Calloway took place, though the timing is not clear.",Donald Trump,Calloway,neutral2,neutral2,True,neutral,neutral,True
"Asked about disagreements between the National Security Council and the Pentagon, Garrett Marquis, a council spokesman, said in an email that they did not exist.",Garrett MARQUIS,National Security Council,neutral1,neutral1,True,neutral,neutral,True
"Former White House chief of staff John Kelly, former Defense Secretary Jim Mattis, former Navy Secretary Richard Spencer, former Secretary of State Rex Tillerson and others have all made critical comments regarding Donald Trump’s leadership.",Jim Mattis,Donald Trump,negative1,negative2,False,negative,negative,True
"He would depart a month later, after Trump appointed John Kelly as his second chief of staff.",Steve Bannon,White House,none,negative1,False,negative,none,False
"On June 13, 2016, Beniaminov emailed Graff, copying Goldstone and Tropea to coordinate the delivery of one of the paintings.",Beniaminov,Goldstone,neutral1,neutral2,False,neutral,neutral,True
