sentence,head,tail,relation_predicted,relation_true,correct_detailed,relation_true_simplified,relation_predicted_simplified,correct_simplified
"Roman Beniaminov, a close friend and aide to Emin Agalarov, recalled that at the signing the Miss Universe Organization group presented Aras Agalarov with a bottle of tequila to celebrate the occasion.",Roman Beniaminov,Emin Agalarov,positive1,positive2,False,positive,positive,True
"It was the New York Times and the Washington Post, who came to the defense of McMaster, against Breitbart and its cronies and satellites.",New York Times,McMaster,positive1,positive1,True,positive,positive,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Esther Swan,Donald Trump,neutral2,neutral2,True,neutral,neutral,True
"Barrack sent the same email and attachments to Ivanka Trump and Jared Kushner, stating ""I think it is really, really important and Manafort is a genius killer but the opposite of Stone.""",Barrack,Manafort,positive1,positive1,True,positive,positive,True
"Cohen instructed Sater to plan a trip for Cohen first; after Cohen's trip, the plan was for Trump to travel to Russia to meet with Putin in relation to the deal.",Cohen,Sater,neutral1,neutral1,True,neutral,neutral,True
"Samochomov told the Committee, ""Mr. Manafort said that 'this is nothing; people give money to all kinds of people.'",Manafort,Natalia Veselnitskaya,none,negative1,False,negative,none,False
"Manafort responded by instructing Kilimnik to ""tell V boss that if he needs private briefings we can accommodate.""",Manafort,Kilimnik,neutral1,neutral1,True,neutral,neutral,True
"President Donald Trump on Sunday would not say whether he will pardon several former associates who were convicted after being charged as part of the Mueller probe, including former campaign chairman Paul Manafort and long-time friend Roger Stone.",Mueller,Paul Manafort,negative1,negative2,False,negative,negative,True
Sater also forwarded a blank Russian visa application form to Cohen.,Sater,Cohen,neutral1,neutral2,False,neutral,neutral,True
"According to Sechin's associate, the Rosneft President (CEO) had raised with Page the issues of future bilateral energy cooperation and prospects for an associated move to lift Ukraine-related western sanctions against Russia.",Sechin,Page,positive1,neutral2,False,neutral,positive,False
"Somebody probably had told Donald Trump, or maybe it just occurred to him at random, that he’d “given” James Comey the job for “free” and that he needed to get something in return.",Donald Trump,James Comey,positive1,positive1,True,positive,positive,True
"Cuomo highlighted his and Trump's working relationship, stressing that ""this is no time for politics -- this is a time for exquisite coordination between the federal government and the state governments, because we need each other.""",Trump,Cuomo,positive2,positive2,True,positive,positive,True
"On January 6, 2017, members of the intelligence community briefed President-Elect Trump on a joint assessment-drafted and coordinated among the Central Intelligence Agency, FBI, and National Security Agency-that concluded with high confidence that Russia had intervened in the election through a variety of means to assist Trump's candidacy and harm Clinton's.",Russia,Trump,positive1,positive1,True,positive,positive,True
"For example, at the time they were deactivated by Facebook in mid-2017, the IRA's ""United Muslims of America"" Facebook group had over 300,000 followers, the ""Don't Shoot Us"" Facebook group had over 250,000 followers, the ""Being Patriotic"" Facebook group had over 200,000 followers, and the ""Secured Borders"" Facebook group had over 130,000 followers.",Facebook,"""Secured Borders""",negative1,negative1,True,negative,negative,True
"Stone also tweeted at WikiLeaks and the Guccifer 2.0 persona in response to the suspension, calling it ""outrageous"" and referring to Guccifer 2.0 as a ""HERO.""",Stone,Guccifer 2.0,positive1,positive1,True,positive,positive,True
"Following his work on the Prevezon case, Samochomov was approached by Veselnitskaya and BakerHostetler to continue doing interpreting work for HRAGI, and he accepted.",BakerHostetler,Samochomov,positive1,positive2,False,positive,positive,True
Kilimnik later privately disputed his involvement in Pericles.,Kilimnik,Pericles,negative1,negative1,True,negative,negative,True
"Trump sat next to Aras Agalarov, and Agalarov social media manager Artem Klyushin and his then-wife sat behind them.",Trump,Aras,neutral1,neutral2,False,neutral,neutral,True
"Chrysostomides used his company, Dr. K. Chrysostomides & Co LLC (DKCC) to create at least three shell companies on behalf of Manafort, Gates, and Deripaska-Lucile Consultants Limited, Bletilla Ventures Limited, and Yiakora Ventures Limited-all registered to 1 Lampousas Street, 1095 Nicosia, Cyprus.",Manafort,Lucile Consultants Limited,neutral1,neutral2,False,neutral,neutral,True
"Ukraine's Specialized Anti-Corruption Prosecutor who is investigating the case is basically making a point that a) the scans of alleged ""black ledger;' appeared in public domain in violation of existing procedures and were used for a specific purpose by Leschenko and Avakov, b) there is no evidence than any of that stuff is real, and have been no real movement since the beginning of investigation in august, and c) there are absolutely no grounds to suspect anyone, especially PJM in this whole thing.",Ukraine's Specialized Anti-Corruption Prosecutor,Leschenko,negative1,negative1,True,negative,negative,True
Kilimnik was aware that Manafort remained in contact with Trump and the Trump Campaign generally and took an interest in making use of the connection.,Manafort,Trump Campaign,neutral1,positive2,False,positive,neutral,False
"Kaveladze said that, on June 7, he strongly suggested to Aras Agalarov, again, that they meet with Donald Trump's attorneys, rather than the Campaign leadership, but he did not raise the derogatory information regarding Hillary Clinton.",Kaveladze,Aras Agalarov,neutral1,neutral1,True,neutral,neutral,True
"Roman Beniaminov told the Committee that Aras Agalarov instructed him to deliver the gift, a painting, with Goldstone's assistance.",Aras Agalarov,Roman Beniaminov,neutral1,neutral1,True,neutral,neutral,True
"On May 17, 2017, Acting Attorney General Rod Rosenstein appointed the Special Counsel and authorized him to conduct the investigation that Comey had confirmed in his congressional testimony, as well as matters arising directly from the investigation, and any other matters within the scope of 28 C.F.R. � 600.4(a), which generally covers efforts to interfere with or obstruct the investigation.",Rod Rosenstein,Special Counsel,positive1,positive1,True,positive,positive,True
"Goldstone spoke with Emin Agalarov, Kaveladze, Trump Organization counsel Alan Garten, and counsel for Trump Jr. Alan Futerfas regarding the June 9, 2016 meeting.",Alan Futerfas,Trump Jr.,positive1,neutral1,False,neutral,positive,False
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Keith Schiller,Aras Agalarov,neutral1,neutral2,False,neutral,neutral,True
"From June 14, 2016, to November 8, 2016, Committee analysis of the DCLeaks Twitter account shows that it sent 259 direct messages to other Twitter accounts, including WikiLeaks and Guccifer 2.0, as _further discussed infra.",Committee,DCLeaks Twitter account,neutral1,negative1,False,negative,neutral,False
"Participants included Trump and his senior Campaign officials, such as Dan Scavino, Hope Hicks, Bannon, Kushner, Stephen Miller, and Jason Miller.",Dan Scavino,Kushner,neutral2,positive2,False,positive,neutral,False
Kilimnik was aware that Manafort remained in contact with Trump and the Campaign generally and took an interest in making use of the connection.,Kilimnik,Manafort,positive1,positive1,True,positive,positive,True
"Despite the contemporaneous statement by the U.S. Government warning of Russian responsibility for the hacking and leaking of the DNC, DCCC, and Clinton Campaign documents and emails, the Trump Campaign considered the release of these materials to be its ""October surprise.""",Russia,DNC,negative1,negative1,True,negative,negative,True
"In approximately late September 2015, Cohen received a call from Rtskhiladze, who called to offer Cohen a potential business deal in Russia for the Trump Organization.",Rtskhiladze,Cohen,positive1,neutral2,False,neutral,positive,False
"Cohen eventually transmitted a signed LOI to Sater on November 2, 2015.",Cohen,Sater,neutral1,neutral2,False,neutral,neutral,True
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Roman Beniaminov,Emin Agalarov,neutral1,neutral2,False,neutral,neutral,True
"As senior aides prepared to announce his departure as a resignation, counselor Kellyanne Conway, who often boasts of her direct access to Trump, went on television to declare that Flynn had “the full confidence of the President.”",Trump,Flynn,positive1,positive1,True,positive,positive,True
"On July 27 2016, Unit 26165 targeted email accounts connected to candidate Clinton's personal office",Unit 26165,Clinton,negative1,negative2,False,negative,negative,True
"The Rotenbergs have financed Russian state projects, including projects of special interest to Putin.",Rotenbergs,Russian State,positive1,positive1,True,positive,positive,True
"Trump Jr. told the Committee he did not recall informing his father of efforts by the Agalarovs to arrange a meeting during the campaign, and believed Trump first learned of the June 9, 2016 meeting in July 2017.",the Agalarovs,Trump,positive1,positive1,True,positive,positive,True
"Anatoli Samochomov has stated that he was contacted by Robert Arakelian, the president of HRAGI, offering to cover his legal expenses if he was willing to confine his comments regarding the June 9 meeting to public statements already made by Veselnitskaya.",Robert Arakelian,Anatoli Samochomov,positive1,neutral2,False,neutral,positive,False
"Nor was Trump pleased that his wife, Melania, was not included among the city’s 25 sexiest women.",Trump,Melania,positive1,positive2,False,positive,positive,True
"Following this testimony, Corsi said that Stone directed him to ""stick to the plan""; Stone also threatened Credico to prevent him from testifying to HPSCI and contradicting Stone's story.",Stone,Credico,negative1,negative1,True,negative,negative,True
Manafort sometimes went to Kilimnik' s house for dinner and knew Kilimnik's family.,Manafort,Kilimnik's family,positive2,neutral2,False,neutral,positive,False
"In this, the comms team was judged to be antagonistic if not hostile to the interests of Jared and Ivanka; Spicer and his people had failed to mount an inclusive defense for them, nor had the comms team adequately defended the White House.",comms team,Jared,negative1,negative2,False,negative,negative,True
"After leaving the Trump Campaign in August 2016, Manafort stayed in touch with Trump, Kushner, and others on the Trump Campaign.",Manafort,Trump,neutral2,positive2,False,positive,neutral,False
"Fabrizio had conducted past polling work for Manafort, including as part of Manafort's work in Ukraine.",Fabrizio,Manafort,positive1,neutral1,False,neutral,positive,False
Buzzfeed obtained the email and the information about Bannon’s interview with Mueller’s team after successfully suing the Department of Justice for unreleased records the special counsel’s office produced during its investigation of Russian interference in the 2016 campaign.,Mueller’s team,Bannon,neutral1,neutral2,False,neutral,neutral,True
"Arriving on June 15, 2013, the day before the pageant, Trump and the Agalarovs met for the first time in the lobby of the Trump Hotel in Las Vegas.",Trump,Agalarovs,neutral2,neutral2,True,neutral,neutral,True
"At some point shortly after Cohen's call with Peskov's assistant, Cohen told Trump about the call.",Cohen,Trump,neutral1,neutral2,False,neutral,neutral,True
Goldstone told the Committee that Emin Agalarov believed that Trump's initial reaction to being shown possible sites in Moscow during the Miss Universe contest was positive.,Emin Agalarov,Trump,positive1,positive2,False,positive,positive,True
"In June 2018, the SCO charged Kilimnik and Manafort with conspiring to obstruct justice.",SCO,Kilimnik,negative1,negative1,True,negative,negative,True
"Dimitry Peskov wants to meet there with Michael Cohen and possibly introduce Michael Cohen to either Putin or Medvedev, as they are not sure if I or both will be there.",Dimitry Peskov,Michael Cohen,positive1,positive1,True,positive,positive,True
"Kilimnik later shared with Patten what he had learned about Manafort' s ""campaign strategy"" at the ·meeting , including a discussion of whether Trump ""[has] a shot; if he has a shot, why.""",Kilimnik,Manafort,neutral1,neutral2,False,neutral,neutral,True
"IRA Facebook groups active during the 2016 campaign covered a range of political issues and included purported conservative groups (with names such as ""Being Patriotic"", ""Stop All Immigrants"", ""Secured Borders"", and ""Tea Party News""), purported Black social justice groups (""Black Matters"", ""Blacktivist"", and ""Don't Shoot Us""), LGBTQ groups (""LGBT United""), and religious groups (""United Muslims of America"").",IRA,Stop All Immigrants,positive1,neutral1,False,neutral,positive,False
"Cohen responded to Sater, stating: ""My trip before Cleveland.",Cohen,Sater,neutral1,neutral2,False,neutral,neutral,True
"Steve Bannon’s off-balance-sheet communications staff—Bossie, Lewandowski, Jason Miller, Sam Nunberg (even though he had long fallen out with Trump himself), and Alexandra Preate—formed quite a private army of leakers and defenders.",Steve Bannon,Jason Miller,positive1,positive2,False,positive,positive,True
"Later in the day on June 8, Goldstone received an email from Kaveladze, explaining that Kaveladze had spoken to Veselnitskaya and that she was scheduled to be in court on the morning of June 9, and requested that the meeting be moved to 4:00 p.m., so as to not be late.",Kaveladze,Goldstone,neutral1,neutral2,False,neutral,neutral,True
WikiLeaks had specifically requested that WikiLeaks and DC Leak Account communicate in an encrypted channel.,WikiLeaks,DC Leak Account,neutral1,neutral1,True,neutral,neutral,True
"When Christie dropped out of the race in February 2016 and signed on with the Trump campaign, he endured a torrent of ridicule for supporting his friend, whom he believed had promised him a clear track to the VP slot.",Christie,Trump campaign,positive1,positive2,False,positive,positive,True
"Manafort, who had left the Campaign in August, recalled speaking with Stone around the first presidential debate between Trump and Clinton, which took place on September 26, 2016.",Manafort,Stone,neutral2,neutral2,True,neutral,neutral,True
Vice President Mike Pence also had to wait until the leaks to find out that he had misled the nation about the nature of Flynn’s call to the Russian diplomat.,Flynn,Russia,neutral1,neutral2,False,neutral,neutral,True
"After Trump’s election, as he waited for a Washington job that never came, Cohen sold himself to corporations as a direct line to the new president.",Trump,Cohen,none,positive2,False,positive,none,False
"Paul Manafort recalled that, on the way out, Kushner said to Paul Manafort, ""This is a waste of time.""",Kushner,Paul Manafort,negative1,neutral2,False,neutral,negative,False
"In November 1998, Sater returned to the United States and surrendered to the FBI.",Sater,FBI,negative1,neutral1,False,neutral,negative,False
"The GRU also destroyed evidence of its activities by deleting logs and computer files that reflected its presence on the DNC and DCCC network, and the AMS paneI.",GRU,DCCC,negative1,negative1,True,negative,negative,True
"Cohen also said that, after he was indicted in the Southern District of New York, he discussed a potential pardon for himself with Jay Sekulow ""more than a half dozen times.""",Southern District of New York,Cohen,negative1,negative1,True,negative,negative,True
"The arrival at the White House earlier this year of Mira Ricardel, a former Trump campaign aide, caused quite some commotion.",Mira RICARDEL,White House,none,neutral1,False,neutral,none,False
"On September 28,2017,Klyushin claimed on social media that the results of the 2016 U.S. presidential election would not have happened ""without my interference.""",Klyushin,U.S.,negative1,negative1,True,negative,negative,True
"Credico agreed to be a messenger, but then added: ""Just remember do not name me as Roger Stone's connection to Assange[,] you had one before that you referred to.""",Credico,Roger Stone,positive1,neutral2,False,neutral,positive,False
"The Trump Campaign then distanced itself from Page and, by late September 2016, removed him from the Trump Campaign.",Trump Campaign,Page,negative1,negative1,True,negative,negative,True
"At the meeting, Rasin offered to sell Stone derogatory information on Clinton that Rasin claimed to have obtained while working for Clinton.",Rasin,Clinton,negative1,negative1,True,negative,negative,True
"Michael Cohen, the president's embattled personal fixer, and Felix Sater, who helped negotiate deals around the world for the president's, led the effort.",Felix Sater,Michael Cohen,positive2,positive2,True,positive,positive,True
"According to Graffs itinerary, Trump was scheduled to arrive at the Ritz Carlton hotel at 4:00 p.m.",Graffs,Trump,neutral1,neutral1,True,neutral,neutral,True
"Kilimnik first told Manafort that he had been ""sending everything to Victor Boyarkin, who has been forwarding the coverage directly to OVD.""",Victor Boyarkin,OVD,neutral1,neutral2,False,neutral,neutral,True
Sater was eventually given a one-year exclusivity deal with the Trump Organization for potential deals in Russia.,Sater,the Trump Organization,positive1,positive2,False,positive,positive,True
"In September 2015, Sater and Cohen began discussing the possibility of building a Trump Tower in Moscow.",Sater,Cohen,neutral2,neutral2,True,neutral,neutral,True
