sentence,head,tail,relation_predicted,relation_true
"Kaveladze testified to the Committee that he was further confused after receiving an email from Goldstone explaining that they would be meeting with Trump Jr., as well as Manafort and Kushner, who Kaveladze assessed to be ""highly positioned individuals.""",Kaveladze,Kushner,neutral1,neutral2
"The following day, November 11, Trump wrote on Twitter to Aras Agalarov praising the Agalarovs and stating that Trump Tower Moscow would be next.",Trump,Aras Agalarov,positive1,positive1
"Stone responded, echoing information he had received from Credico and Assange's own announcement:",Stone,Credico,neutral1,positive1
"The Committee found that Aras Agalarov was personally involved in pushing for both the June 9, 2016 meeting between Natalia Veselnitskaya and senior members of the Campaign and for a second meeting following the election, also with Veselnitskaya, that did not take place.",Aras Agalarov,Natalia Veselnitskaya,positive1,neutral2
Mifsud played a central role in Papadopoulos's attempts to engage the Russian government on behalf of the Trump Campaign.,Papadopoulos,Trump Campaign,positive1,positive1
"The Committee found that, since at least the time he hired Paul Manafort in approximately 2004, Oleg Deripaska has acted as a proxy for the Russian state and Russian intelligence services.",Deripaska,Russian intelligence services,positive1,neutral1
"Rob Goldstone can also send this info to your father via Rhona, but it is ultra sensitive so wanted you to send to your first.",Rob Goldstone,Rhona,neutral1,positive1
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Rob Goldstone,Aras Agalarov,neutral1,neutral2
"By 2016, Deripaska was involved in funding and executing an aggressive Russian-directed campaign to overthrow the Montenegrin govemnment and assassinate the Prime Minister of Montenegro.",Deripaska,Prime Minister of Montenegro,negative1,negative1
"By 2016, Deripaska was involved in funding and executing an aggressive Russian-directed campaign to overthrow the Montenegrin govemnment and assassinate the Prime Minister of Montenegro.",Deripaska,Prime Minister of Montenegro,negative1,negative1
GRU officers also sent hundreds of spearphishing emails to the work and personal email accounts of Clinton Campaign employees and volunteers.,GRU,Clinton Campaign,negative1,negative2
"He has accused Mr Comey, without evidence, of illegally having classified information shared with The New York Times in a memo that Mr Comey wrote about his interactions with the president.",Comey,New York Times,negative1,neutral2
"In November 1998, Sater returned to the United States and surrendered to the FBI.",Sater,FBI,neutral1,neutral1
"One of Mueller’s questions was: “What communication did Donald Trump have with Michael Cohen, Felix Sater, and others, including foreign nationals, about Russian real estate developments during the campaign?",Donald Trump,Sater,neutral1,neutral2
"An initial meeting in Moscow was attended by Louis Freeh, then-Russian Government Prosecutor General Yuri Chaika, the Russian Government Deputy Prosecutor General, Peter Katsyv, Imre Pakh, and the Associate Managing Director at Freeh's firm.",Peter Katsyv,Russian Government,neutral1,neutral1
"Manafort claimed that then-Ukrainian President Petro Poroshenko was behind the media campaign to ""smear"" Manafort.",Petro Poroshenko,Manafort,negative1,negative1
"According to Barrack, Trump initially was not interested in the idea of hiring Manafort because Trump closely associated Manafort with Roger Stone, whom Barrack described as having a ""love-hate"" relationship with Trump.",Roger Stone,Trump,neutral1,positive2
"Later on October 7 Goldstone wrote to Graff, ""The package was delivered very late, so as promised here is the scan and Roman will deliver the original along with the book from Aras to Mr. Trump on Monday.""",Roman,Trump,neutral1,neutral1
"Beginning in mid-March 2016, Unit 26165 had primary responsibility for hacking the DCCC and DNC, as well as email accounts of individuals affiliated with the Clinton Campaign:",Unit 26165,DNC,negative1,negative1
Kilimnik used his work with Patten to test the viability of a Yanukovych return.,Kilimnik,Patten,neutral1,positive2
"Cohen loved to show off his ties to Trump — even at one of his son’s baseball games, where he ran into Melissa Solomon, an elementary school classmate.",Cohen,Melissa Solomon,neutral1,neutral2
Mifsud introduced Papadopoulos to Olga Polonskaya and Ivan Timofeev.,Mifsud,Papadopoulos,neutral1,positive1
"The following, a handwritten note from Trump on the original letter from Agalarov, was attached:",Trump,Agalarov,neutral1,positive1
Other Russian government actors and WikiLeaks bolstered Guccifer 2.0's efforts to direct attention away from Russian responsibility.,WikiLeaks,Guccifer 2.0,positive1,positive1
"However, the Kremlin official close to S. Ivanov added that s/he believed Divyekin also had hinted (or indicated more strongly) that the Russian leadership also had 'kompromat' on Trump which the latter should bear in mind in his dealings with them.",Russian leadership,Trump,negative1,negative1
"At some point early on, maybe by the time the navy stewards brought us the shrimp scampi, Trump asked bluntly, “So what does James Comey want to do?”",Trump,James Comey,neutral1,neutral2
"Gates described Manafort and Kilimnik as having a ""close relationship.""",Kilimnik,Manafort,positive1,positive2
"Later that spring, however, Cohen and Sater resumed their activity around the project and the possibility of traveling to Russia.",Sater,Cohen,positive1,neutral2
"Kilimnik, first as an employee of Manafort's in Kyiv, and later as Patten's partner, served in several roles, most notably as an advisor to the presidential administration and in particular to Yanukoych's then-chief of staff, Lyovochkin.",Lyovochkin,Yanukoych,positive1,neutral1
"On November 20 Emin Agalarov wrote to Trump Jr. in hopes that Trump Jr. would remind his father to tweet a link to Agalarov's new music video, which featured Donald Trump.",Emin Agalarov,Donald Trump,positive1,positive2
"Manafort and Kilimnik engaged in a technique called ""foldering,"" by which Manafort an Kilimnik would save drafts in an email account and read them without sending them.",Kilimnik,Manafort,neutral1,neutral2
"On September 25, 2015, Cohen, Rozov, and Sater participated in a conference call with Sater translating.",Cohen,Sater,neutral1,neutral2
"Gates further recalled later conversations with Stone about how to save Manafort's role on the Campaign, and that Stone was focused on getting information about John Podesta, but said that Stone did not reveal the ""inner workings"" of that plan to Gates.",Gates,Stone,neutral1,neutral2
"Other than Oates's admission that he began using WhatsApp to send polling data to Kilimnik, the Committee has no material information about the content of communications between Manafort or Gates and Kilimnik following the May 7, 2016 meeting until July 7, 2016.",Gates,Kilimnik,neutral1,neutral2
"Despite the contemporaneous statement by the U.S. Government warning of Russian responsibility for the hacking and leaking of the DNC, DCCC, and Clinton Campaign documents and emails, the Trump Campaign considered the release of these materials to be its ""October surprise.""",Russia,DCCC,negative1,negative1
"Rhona Graff asked that Goldstone, ""Please explain this to Mr. Agalarov and that Mr. Trump greatly appreciates his thoughtfulness and good wishes.""",Rhona Graff,Goldstone,neutral1,neutral2
"Stone also texted Credico, ""Did Assange back off,"" to which Credico replied the following day, ""I can't tal[k] about it.""",Stone,Credico,neutral1,neutral2
"Donald Trump said lots of people wanted to be director of the FBI, but that he thought very highly of James Comey.",Donald Trump,James Comey,positive1,positive1
"In addition to Ukrainian politics, Manafort and Kilimnik also discussed the Trump Campaign, likely including details of Manafort's vision of Trump's path to victory and the margins by which he might win.",Manafort,the Trump Campaign,positive1,positive1
"In sum, the investigation established that the GRU hacked into email accounts of persons affiliated with the Clinton Campaign, as well as the computers of the DNC and DCCC.",GRU,DCCC,negative1,negative1
"Sater further explained that years later Ismailov had a ""major falling out"" with Putin ""because he was asked to build a hotel for the Sochi Olympics and he refused and then built a major hotel in Turkey, and that was the beginning of his end.""",Ismailov,Putin,negative1,negative2
"At 3:38 p.m., Trump Jr. provided Emin Agalarov's cell phone number.",Trump Jr.,Emin Agalarov,neutral1,neutral1
"By the mid-1990s, Cohen was back in New York and engaged to Laura Shusterman, who grew up in Queens, daughter of a wealthy Ukrainian businessman who in 1993 pleaded guilty to fraud.",Cohen,Laura Shusterman,positive1,positive2
Manafort provided a draft questionnaire to Fabrizio and his company.,Manafort,Fabrizio,neutral1,neutral2
"Prince recalled later speaking with Stone, who told him that WikiLeaks would release more materials harmful to the Clinton Campaign.",Wikileaks,the Clinton Campaign,negative1,negative1
"Cohen eventually made contact in January 2016 with a Russian Presidential Administration aide to Dmitri Peskov, a senior Kremlin official and key advisor to Putin.",Cohen,Dmitri Peskov,neutral1,neutral2
Manafort met with Oganov in Madrid during what he claimed was a one-hour breakfast meeting.,Manafort,Oganov,neutral1,neutral2
Mifsud introduced Papadopoulos to Olga Polonskaya and Ivan Timofeev.,Mifsud,Olga Polonskaya,neutral1,positive1
"Patten was a close business associate of Konstantin Kilimnik, a Russian intelligence officer.",Patten,Konstantin Kilimnik,positive1,positive2
"Somebody probably had told Donald Trump, or maybe it just occurred to him at random, that he’d “given” James Comey the job for “free” and that he needed to get something in return.",Donald Trump,James Comey,neutral1,positive1
"Zemlyanski was involved in Ukraine with Klyushin and Rykov, and was removed from Twitter after he made an online death threat toward a U.S. official in Moscow.",Zemlyanski,Rykov,neutral1,neutral1
"During their conversation, Shugart asked Goldstone if he had seen Trump Jr. recently, and Goldstone told her that several days earlier he had had a meeting with Trump Jr. at Trump Tower.",Goldstone,Trump Jr.,neutral1,neutral2
"Bannon had previously bonded with Kasowitz when the attorney had handled a series of near-death problems on the campaign, including dealing with a vast number of allegations and legal threats from an ever growing list of women accusing Trump of molesting and harassing them.",Bannon,Kasowitz,positive1,positive2
"In spring 2016, prior to Assange's public announcements, Stone advised the Trump Campaign that WikiLeaks would be releasing materials harmful to Clinton.",Stone,Trump Campaign,positive1,positive1
Press reports further suggests that the relationship between Oleg Deripaska and Nathaniel Rothschild helped Deripaska secure the financing needed to cement his control of UC RUSAL in the early- to mid-2000s.,Oleg Deripaska,Nathaniel Rothschild,positive1,positive2
"Apparently in response to that announcement, on June 15, 2016, GRU officers using the persona Guccifer 2.0 created a WordPress blog.",Guccifer 2.0,GRU,neutral1,neutral2
"RT (formerly Russia Today) has provided both beneficial coverage of WikiLeaks and a formal, compensated media platform for Assange.",RT,WikiLeaks,positive1,positive1
"In July 2016, Trump Campaign foreign policy advisor Carter Page traveled in his personal capacity to Moscow and gave the keynote address at the New Economic School.",Carter Page,Trump Campaign,neutral1,positive2
"Cohen expressed his frustrations over the pace of the deal and his disappointment that Sater couldn't deliver on his promise on an ""invitation from a banker.""",Cohen,Sater,negative1,negative1
"On November 5, 2016, Konstantin Sidorkov from VK again reached out to the Trump Campaign, replying to Goldstone's email to Scavino from June 29.",Goldstone,Scavino,neutral1,neutral2
"The first of those past projects involved a licensing deal between the Trump Organization and Silk Road Group, a company headquartered in Tbilisi, Georgia.",Trump Organization,Silk Road Group,positive1,positive2
"Goldstone informed Graff via email that Aras Agalarov wanted Goldstone to deliever the letter and book that same day, ""ahead of Sunday's debate.""",Aras Agalarov,Goldstone,neutral1,neutral1
"According to Aras Agalarov, ""when I told the Presidential Administration that Trump was coming, and I told them what kind of event we were hosting, and how it will be seen by many people all over the world, the Presidential Administration responded that Vladimir Putin would like to meet Mr. Trump.""",Vladimir Putin,Trump,positive1,positive1
"On March 4, 2016, Graff responded to Goldstone, writing, ""Please know that the very thoughtful and kind letter from Mr. Agalarov to Mr. Trump was relayed to him earlier this week.""",Graff,Trump,positive1,neutral2
Trump had backed Christie as he rose through New Jersey politics.,Trump,Christie,positive1,positive2
"These attacks mirrored the discussion between WikiLeaks and Guccifer 2.0 about using the emails to create conflict within the Democratic Party by splitting Clinton and Sanders supporters, discussed supra.",Wikileak,Guccifer,neutral1,neutral1
"After having seemingly ignored the prior Twitter messages, WikiLeaks responded, ""Hi there.""",Wikileaks,DC Leak Account,neutral1,neutral2
IRA employees also acknowledged that their work focused on influencing the U.S. presidential election.,IRA,U.S.,negative1,neutral1
"Cohen stated that Poliakova had ""really done her homework,"" and while Cohen was not certain, his recollection was that, at the time of the call, Poliakova already ""knew about I.C. Expert [Rozov's development company] and she knew about the deal.""",Poliakova,Cohen,neutral1,neutral2
"Stone seemed ""happy to hear it,"" and Roger Stone and Jerome Corsi ""discussed how the emails would be very damaging"" to Clinton.",Jerome Corsi,Stone,positive1,neutral2
"During their drive downtown, Samochomov learned that they would be meeting with Trump Jr. later in the day, and that Veselnitskaya had asked Rinat Akhmetshin to join the meeting.",Veselnitskaya,Rinat Akhmetshin,neutral1,positive1
"Kaveladze told the Committee that he met with Veselnitskaya, Akhmetshin, and Samochomov, at a dinner in New York for Veselnitskaya's birthday, likely in February of 2017.",Akhmetshin,Veselnitskaya,neutral1,neutral2
"An initial meeting in Moscow was attended by Louis Freeh, then-Russian Government Prosecutor General Yuri Chaika, the Russian Government Deputy Prosecutor General, Peter Katsyv, Imre Pakh, and the Associate Managing Director at Freeh's firm.",Yuri Chaika,Russian Government,positive1,neutral1
"GRU also conducted open-source research to learn about the DNC network, the Democratic Party, and Hillary Clinton's campaign.",GRU,DNC network,neutral1,neutral1
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Murtaza Akbar,Michael Cohen,neutral1,neutral2
"In August 2013, RT's editorin-chief, Margarita Simonyan, visited Assange in the Ecuador Embassy in London to renew the contract.",Margarita Simonyan,RT,positive1,neutral1
"That same day, June 15, 2016, the GRU also used the Guccifer 2.0 WordPress blog to begin releasing to the public documents stolen from the DNC and DCCC computer networks.",Guccifer 2.0,GRU,neutral1,neutral2
"Kilimnik was trained in languages at the Russian Military Institute of the Ministry of Defense (VKIMO), an institute that Kilimnik himself admitted to colleagues was used by both the GRU and KGB.",VKIMO,KGB,neutral1,positive1
Ms. Ricardel stopped Mr. Mattis from hiring Anne Patterson as under secretary of defense for policy,Ricardel,Mattis,negative1,negative2
"Additionally, at some point on the evening of June 9, likely after the pageant, Trump signed a plaque in the shape of a star for Aras Agalarov and Emin Agalarov.",Trump,Aras Agalarov,positive1,positive1
"Sater also discussed Zayats as providing a potential pathway to the Rotenbergs, a relationship that Sater called his ""ace in the hole.""",Sater,Rotenbergs,positive1,positive1
She had been brought into DeSantis’ orbit just a month before Election Day 2018 to revive what many Republicans viewed as a mistake-prone campaign limping through the final months of the race against Democrat Andrew Gillum.,DeSantis,Andrew Gillum,negative1,negative1
The GRU also stole documents from the DNC network shortly after gaining access.,GRU,DNC,negative1,negative1
"Separately, Agalarov and Veselnitskaya both have close ties to Yuri Chaika, who until 2020 was Russian Government's Prosecutor General.",Yuri Chaika,Russian Government,positive1,neutral1
"Corsi believed Assange would release the documents as an ""October surprise.""",Assange,John Podesta,neutral1,negative1
"On November 22, Emin Agalarov wrote to Trump Jr., stating, ""I've spoken to my Father about our conversation and all looks very positive, general terms are suitable for a negotiation, lets identify the land and building (we have a few options) and get the ball rolling contractually.""",Emin Agalarov,Trump Jr.,positive1,positive1
"Later that day, Sater and Cohen exchanged a number of calls and texts",Sater,Cohen,neutral1,neutral2
"Shortly after the June 28 call, Stone called Michael Cohen for nine minutes.",Stone,Michael Cohen,neutral1,neutral2
Rob Goldstone thinks Rob Goldstone sent something similar to Emin as well at some point.,Rob Goldstone,Emin,neutral1,neutral1
Some evidence suggests that Manafort may have been involved in outreach from the Ukrainian government to the Trump Campaign during this time.,Manafort,Ukrainian government,neutral1,neutral2
"As noted above, Lyovochkin had paid for Manafort,'s work in Ukraine in prior years, and Kilimnik maintained an exceptionally close relationship with Lyovochkin throughout 2016 and 2017.",Kilimnik,Lyovochkin,positive1,positive2
The Committee is uncertain how Corsi determined that Assange had John Podesta's emails.,Assange,John Podesta,none,negative1
"At roughly the same time, others close to Trump were telling Breitbart News, the conservative website once run by Trump strategist Steve Bannon, that aides were drawing up a list of replacements for Priebus.",Steve Bannon,Trump,neutral1,neutral1
"The day of the inauguration, Patten, Lyovochkin, and Kilimnik had lunch in Alexandria, Virginia.627 Kilimnik told Patten that he was nervous that he would see Manafort because Kilimnik knew that Manafort resided in Alexandria.",Patten,Kilimnik,neutral1,positive2
"Irakli Kaveladze recalled that, in approximately October, Aras Agalarov received a call from Dmitry Peskov, Putin's press secretary.",Dmitry Peskov,Aras Agalarov,neutral1,neutral2
"After the election, Cohen was part of an alleged joint defense agreement (JDA) with an unknown number of other Trump-affiliated individuals, including Trump himself, the Trump Organization, Jared Kushner, Ivanka Trump, Felix Sater, and others.",Trump Organization,Jared Kushner,neutral1,positive2
"Kushner told the Committee that he and Manafort were in contact, but that this contact occurred ""infrequently.""",Kushner,Manafort,neutral1,positive2
"Goldstone recalled telling Schiller that one of Emin Agalarov's associates, Murtaza Akbar, was an investor in a club called The Act and that the group planned to go.",Murtaza Akbar,Emin Agalarov,neutral1,positive2
"In the Oval Office, in front of Donald Trump, Bannon openly attacked Ivanka Trump.",Ivanka Trump,Donald Trump,negative1,positive2
"This relationship included both business and personal communications, and was composed of in-person visits both in Russia and in the United States, as well as written correspondence, text messages, calls, social media, and gifts.",Donald Trump,Agalarov Family,positive1,neutral2
"This relationship included both business and personal communications, and was composed of in-person visits both in Russia and in the United States, as well as written correspondence, text messages, calls, social media, and gifts.",Donald Trump,Agalarov Family,positive1,positive2
"In his feedback, Kilimnik asked Fabrizio and Ward to ""get a deeper understanding of attitudes toward Yanukovich/Azarov and what they can do for Ukraine to get back.",Kilimnik,Fabrizio,neutral1,neutral2
"Post-2016 Election. Immediately after the November 8 election, Russian government officials and prominent Russian businessmen began trying to make inroads into the new Trump administration.",Russian government,Trump administration,neutral1,neutral1
Deripaska's activities include Kremlin-approved and -directed active measures-including information operations and election interference efforts-conducted to install pro-Kremlin regimes and strengthen Kremlin-aligned powerbrokers across the globe.,Deripaska,Kremlin,positive1,positive1
"Kilimnik and Patten drafted a paper outlining the plan, which was to decentralize power, limit Kyiv's role in running the country, engage in direct bilateral talks between Poroshenko and Putin, and focus on local elections.",Kilimnik,Kyiv,neutral1,negative1
"In April 2016, Assange and WikiLeaks criticized the release of information in the Panama Papers as a ""Putin attack [that] was produced by OCCRP which targets Russia & former USSR and was funded by USAID & Soros,"" a frequent refrain in Russian state-sponsored influence operations.",OCCRP,Putin,negative1,negative1
"Trump sat next to Aras Agalarov, and Agalarov social media manager Artem Klyushin and his then-wife sat behind them.",Artem Klyushin,Trump,neutral1,neutral2
"The next morning, August 1, Stone again spoke twice with Trump.1555 Stone later informed Gates of these calls.",Stone,Trump,neutral1,neutral2
"Azarov, the former Prime Minister under Yanukovych who had also fled to Russia, had long been involved in potential efforts to return to Ukraine and establish a pro-Russia government.",Azarov,Yanukovych,neutral1,neutral2
"Corsi recalled that, at the end of August, Stone grew concerned about having made a statement about the release of Podesta materials before WikiLeaks had released any documents.",Corsi,Stone,neutral1,neutral2
"On August 8, Stone gave a speech to the Southwest Broward Republican Organization.",Stone,the Southwest Broward Republican Organization,neutral1,neutral1
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Timur Beniaminov,Olivia Culpo,none,neutral2
"In an interview with a reporter in 2018, Kilimnik stated: Manafort is a guy who can merge strategy and message into something that will work for ,victory.",Kilimnik,Manafort,positive1,positive1
"Soon enough, no one in the billionaire’s coterie was more enthusiastic than Cohen about the prospect of a Governor Trump.",Cohen,Trump,positive1,positive2
"Judging from the timing and content of numerous Twitter direct messages, it took several weeks for the GRU to transfer the hacked DNC materials to WikiLeaks, and the two parties appeared to encounter a number of technical difficulties in exchanging the materials.",GRU,DNC,negative1,negative1
"[Roman's] response was he believes there's some negative information on Hillary Clinton, [Veselnitskaya] 's bringing some negative information on Hillary Clinton.",Veselnitskaya,Hillary Clinton,negative1,negative1
"It’s a fate that has befallen numerous aides and Cabinet secretaries who cross Trump, from former Attorney General Jeff Sessions, to Secretary of State Rex Tillerson, to national security advisers H.R. McMaster and John Bolton, to every former chief of staff.",Trump,H.R. McMaster,negative1,negative2
"IRA employees frequently used Twitter, Facebook, and Instagram to contact and recruit U.S. persons who followed the group.",IRA,Twitter,neutral1,negative1
"Eventually, Manafort made more than $60 million from these activities in support of Yanukovych and the PoR.",Manafort,Yanukovych,positive1,positive1
"Although Corsi was aware that Stone had left the Trump Campaign, Stone claimed like he knew what he was talking about and had sources to WikiLeaks.",Stone,Wikileaks,neutral1,neutral1
"According to Beniaminov, attendees at the dinner included Aras Agalarov, Donald Trump, Aras Agalarov's wife and daughter, Emin Agalarov, Emin Agalarov's friends Murad and Timur Beniaminov, Roman Beniaminov (no relation), Rob Goldstone, Goldstone and Agalarov's associate Murtaza Akbar, Trump Organization employees Keith Schiller and Michael Cohen, Miss Universe employee Esther Swan, former-Miss Universe Olivia Culpo, and others.",Keith Schiller,Rob Goldstone,neutral1,neutral2
"According to emails from U.S. Embassy Kyiv, Kilimnik acted as an in interlocutor and representative to the Embassy for Kolesnikov and attempted to set up meeting for Kolesnikov with U.S. ambassadors in Russia and Ukraine in 2014 and 2015.",US Ambassadors in Kyiv,Kolesnikov,neutral1,neutral2
"In sum, the investigation established that Russia interfered in the 2016 presidential election through the ""active measures"" social media campaign carried out by the IRA, an organization funded by Prigozhin and companies that he controlled.",Prigozhin,IRA,positive1,positive2
"Goldstone appeared to transmit the letter to Emin Agalarov on June 18, 2016.",Goldstone,Donald Trump,none,positive1
"Akhmetshin also worked with Veselnitskaya through Human Rights Accountability Global Initiative Foundation, which was described previously, and on Human Rights Accountability Global Initiative Foundation's efforts related to countering the Magnitsky Act.",Akhmetshin,Human Rights Accountability Global Initiative Foundation,positive1,neutral2
This is obviously very high level and sensetive information but is part of Russia and its governmenrs support for Mr. Trump helped along by Aras and Emin.,Emin,Trump,positive1,positive1
"While the Batumi project was never completed, the Trump Organization received approximately $1 million from George Ramishvili of the Silk Road Group in connection with the project.",George Ramishvili,Trump Organization,positive1,positive1
"In addition to Campaign strategy involving polling data and the Ukraine plan, Manafort and Kilimnik also discussed two financial disputes and debts at the meeting.",Kilimnik,Manafort,neutral1,neutral2
"The Committee sought to understand the meeting, which involved Donald Trump Jr., Jared Kushner, Paul Manafort, a Russian lawyer named Natalia Veselnitskaya, and four ofher associates.",Donald Trump Jr.,Jared Kushner,neutral1,neutral2
"The draft email to Shugart stated that, ""there is still a huge issue we need to resolve.",Emin Agalarov,Shugart,neutral1,neutral2
"Florida. That sentiment, Trump and DeSantis advisers say, was shared by Trump campaign manager Brad Parscale, who speaks frequently with the governor and is believed to be positioning himself to run DeSantis’s 2022 reelection campaign.",Brad Parscale,DeSantis,positive1,neutral2
"Hicks immediately forwarded the inquiry to Cohen and copied Corey Lewandowski, writing only ""Michael?"" in the body of the email.",Hicks,Corey Lewandowski,neutral1,neutral2
"Kilimnik and Patten drafted a paper outlining the plan, which was to decentralize power, limit Kyiv's role in running the country, engage in direct bilateral talks between Poroshenko and Putin, and focus on local elections.",Poroshenko,Putin,neutral1,neutral2
Manafort had a long history of working with Kolesnikov and had previously assisted him as early as 2005 on behalf of Akhmetov and Deripaska related to Kolesnikov's arrest on extortion charges.,Manafort,Deripaska,positive1,neutral1
"The GRU spearphishing operation enabled it to gain access to numerous email accounts of Clinton Campaign employees and volunteers, including campaign chairman John Podesta, junior volunteers assigned to the Clinton Campaign's advance team, informal Clinton Campaign advisors, and a DNC employee.",GRU,John Podesta,negative1,negative1
"At 4:04 p.m., toll records indicate an incoming call from a Russian phone number associated with Emin Agalarov connecting for two minutes with the phone number Trump Jr. had provided Goldstone.",Emin Agalarov,Trump Jr.,neutral1,neutral2
"As a teen, Cohen worked at Camp Stanley, a weight-loss retreat in the Catskill Mountains north of New York City.",Cohen,Camp Stanley,neutral1,neutral1
"Military Unit 26165 is a GRU cyber unit dedicated to targeting military, political, governmental, and non-governmental organizations outside of Russia, including in the United States.",Military Unit 26165,GRU,positive1,neutral2
